LANGUAGE,English,Czech,Comment

STRM_ONLOAD_MISSION,"Two days later","",On load mission
STRM_ONLOAD_INTRO,"Next day, the Volga base","",On load mission

STRM_21v01,"Ah, comrade Shaposhnikov and comrade Lemontov. Let me congratulate you both on your successful offensive.\nI've heard it was a crushing victory.","",zubarev
STRM_21v02,"We've won the battle but the war is far from over. Why did you call us here, Zubarev?","",lemontov
STRM_21v03,"There is someone who wants to talk to you... personally...","",zubarev
STRM_21v04,"Comrade Vladimir Volkov, Army General... Welcome to Kolguyev!","",shaposhnikov
STRM_21v05,"At ease, comrades. I come from the mainland. I've heard quite disturbing news of our performance in this archipelago...","",Volkov
STRM_21v06,"Everon fiasco.. and now half of Kolguyev is in enemy hands... Soviet soil, comrades! We are losing Soviet soil here.","",Volkov
STRM_21v07,"I don't want to hear excuses. The enemy is much stronger than anticipated so I arranged for reinforcements to support your war effort.\nThey'll be here in a few days. I want NATO out of this island by the end of December!","",Volkov
STRM_21v08,"Yes, comrade Volkov. We've already begun with that.\nJust yesterday we undertook a major offensive and took back Malsk.\nThe enemy suffered heavy losses!","",Zubarev
STRM_21v09,"I know, comrade Zubarev. I have heard as much. although you failed to mention it was comrade Lemontov leading the offensive.","",Volkov
STRM_21v10,"Well, yes... we all work together here on a master strategy...","",Zubarev
STRM_21v11,"Stop bullshitting me, comrade.\nYou are a good politician but as an officer you suck ass. But that's why we have comrades such as Shaposhnikov and Lemontov.","",volkov
STRM_21v12,"Comrade, I...","",Zubarev
STRM_21v13,"We'll talk of this later, don't worry. I have an urgent meeting in Berlin and will have to leave you early.\nI need this matter to be resolved as quickly and efficiently as possible.","",Volkov
STRM_21v14,"That's why comrade Lemontov will from now on be the commander-in-chief of Kolguyev forces.\nYour mission is simple: kick the enemy out of here.\nThink you can do that, comrade?","",volkov
STRM_21v15,"You can count on me, comrade Volkov.","",lemontov
STRM_21v16,"Excellent, Now, comrade Zubarev, let's discuss our matters. You comrades can return to your duties. Dismissed.","",Zubarev

STRM_21v17,"He gave you the command? I can't say I was expecting that!","",Shaposhnikov
STRM_21v18,"Me neither. Expected a lot of other things, but Zubarev was his favorite animal around here.\nThis is an interesting development.","",lemontov
STRM_21v19,"What are you going to do now then, commander-in-chief?","",shaposhnikov
STRM_21v20,"I have to defeat NATO forces of course. And I'm gonna have to plan for the future...","",lemontov
STRM_21v21,"Hi, comrade, I am expected by comrade Lemontov.","",rashiv
STRM_21v22,"Right this way.","",soldier
STRM_21v23,"Is that Rashiv?","",shaposhnikov
STRM_21v24,"Of course it is. Come.","",lemontov
STRM_21v25,"Comrade, you wanted to see me?","",rashiv
STRM_21v26a,"Yes. I'm gonna make this quick and simple. From now on everyone should address you as lieutenant.\nYou'll get a new tent close to mine, a new uniform and your own squad.","",Lemontov
STRM_21v26b,"Mission orders will come soon. Any questions?","",lemontov
STRM_21v27,"Eh... Just one. Why me?","",rashiv
STRM_21v28a,"I think we experienced a lot together for you to even ask, but I'll answer anyway.\nYour father was a good man, a brave and smart soldier and you inherited his best traits and added your own.","",Lemontov
STRM_21v28b,"I want you in my commanding centre, plain and simple.","",lemontov
STRM_21v29,"Congratulations, Sergey.","",shaposhnikov
STRM_21v30,"That's everything that should be said in public. We'll speak again later more privately. I'm counting on you, Sergey.","",rashiv
STRM_21v31,"Stas, show him the ropes. Sergey, come later for briefing. Dismissed!","",lemontov

STRM_21r01,"LEONID TO BAZA, WE'RE MOVING OUT TO PICK UP REST OF THE SQUAD. THEN MOVE ON TO FIND THE ENEMY RAIDING CAMP. OVER.","",RASHIV
STRM_21r02,"WE HEAR YOU, LEONID. GOOD LUCK ON YOUR MISSION, COMRADE LIEUTENANT RASHIV. BAZA OUT.","",BAZA

STRM_21r03,"WE ARE AWAITING YOUR ORDERS, COMRADE LIEUTENANT!","",LEONID
STRM_21r04,"GET IN LINE, COMRADES. WE HAVE WORK TO DO.","",RASHIV

STRM_21r05,"BORIS TO ANYONE IN CLOSE PROXIMITY, WE WERE AMBUSHED AT THE CROSSROADS AT GJ32, WE REQUIRE AN ASSISTANCE IMMEDIATELY. OVER!","",BORIS
STRM_21r06,"LEONID TO BORIS, WE ARE CLOSE. WE ARE ON OUR WAY. OUT.","",RASHIV 

STRM_21r07,"THANKS FOR YOUR HELP, LEONID. THOSE BASTARDS DID A NUMBER ON US.","",BORIS
STRM_21r08,"RETREAT TO THE PORT AND WAIT FOR ANOTHER TRANSPORT. WE'LL CLEAR THEM OUT OF HERE, DON'T WORRY.","",RASHIV
STRM_21r09,"IT SEEMS THEY CAME FROM THE WEST...","",RASHIV

STRM_21r10,"LEONID TO BAZA, WE'VE DISCOVERED AN ENEMY CAMP AT GF34. ENGAGING. OUT.","",rashiv
STRM_21r11,"LEONID TO BAZA, WE'VE DESTROYED THE ENEMY CAMP AT GF34. OUT.","",rashiv
STRM_21r12,"LEONID TO BAZA, WE'VE DISCOVERED AN ENEMY CAMP AT GD31. ENGAGING. OUT.","",rashiv
STRM_21r13,"LEONID TO BAZA, WE'VE DESTROYED THE ENEMY CAMP AT GD31. OUT.","",rashiv

STRM_21r14,"BAZA TO LEONID, GOOD WORK. YOU'VE CLEARED OUT THE WESTERN FORESTS. NOW YOU ONLY NEED TO FIND THE MAIN CAMP. GOOD LUCK. BAZA OUT.","",baza

STRM_21r15,"LEONID TO BAZA, WE'VE FOUND THE MAIN ENEMY ENCAMPMENT. WE'RE ENGAGING NOW. OUT.","",rashiv
STRM_21r16,"LEONID TO BAZA, THE MAIN CAMP IS DESTROYED. OUR OBJECTIVE IS COMPLETED. OVER.","",rashiv
STRM_21r17,"BAZA TO LEONID, NICE WORK. VERY CLEAN, COMRADE RASHIV. REPORT BACK TO BASE. BAZA OUT.","",baza
STRM_21r18,"BAZA TO LEONID, GOOD WORK. REPORT BACK TO BASE IF YOU WISH TO END THE MISSION OR LOOK FOR THE OTHER CAMPS. BAZA OUT.","",baza

STRM_21r19,"WE'VE DONE ENOUGH FOR TODAY. WE'RE HEADING BACK. OUT.","",rashiv

STRM_21r20,"LEONID TO BAZA, WE'VE LOST A LOT OF MEN. CAN WE GET ANY REINFORCEMENS? OVER.","",rashiv
STRM_21r21,"BAZA TO LEONID, GET TO MENSHIY ROY, SOME MEN FROM THERE WILL JOIN YOU. WE DON'T HAVE ANY MORE TO SPARE THOUGH, SO BE CAREFUL. BAZA OUT.","",baza

STRM_MARKER_AMBUSHED,"Ambushed Squad","",MARKER
STRM_MARKER_SQUAD,"Pick up your Squad","",MARKER
STRM_MARKER_CAMP,"Enemy Raiding Camp","",MARKER
STRM_MARKER_AMBUSH,"Road","",MARKER
STRM_MARKER_CENTRAL_FRONT,"Central Front","",marker
STRM_MARKER_EASTERN_FRONT,"Eastern Front","",marker
STRM_MARKER_WESTERN_FRONT,"Western Front","",marker
STRM_MARKER_CHECKPOINT,"Checkpoint","",marker

STRM_WAYPOINT_SQUAD,"PICK UP YOUR SWUAD","",WAYPOINT
STRM_WAYPOINT_FIND,"FIND THE ENEMY RAIDING CAMP","",WAYPOINT
STRM_WAYPOINT_CAMP,"DESTROY THE CAMP","",WAYPOINT
STRM_WAYPOINT_AMBUSHED,"HELP THE AMBUSHED SQUAD","",WAYPOINT

STRM_RADIO_TEXT,"END THE MISSION","",RADIO
STRM_RADIO_HINT,"0-0 - Radio menu\n1 - send code Anton","",radio hint
